Image,Category,Mean,Std,Edge_Density,Edge_Strength,Texture_Variance,Noise,Prediction
305 (4).jpg,ai,110.79,43.11,0.3174,139.22,2810.18,14.38,MAYBE_AI
305 (5).jpg,ai,72.71,40.71,0.2432,100.54,1797.99,11.59,REAL
305 (6).jpg,ai,101.43,52.84,0.1631,100.63,2374.13,13.38,REAL
305 (7).jpg,ai,96.95,40.36,0.2725,151.33,4224.98,18.27,REAL
305 (8).jpg,ai,97.65,69.83,0.1670,128.29,3098.35,15.26,REAL
305 (9).jpg,ai,91.35,47.56,0.2285,118.91,2057.05,14.07,REAL
305.jpg,ai,128.41,35.32,0.1289,99.23,2300.47,13.96,REAL
306 (10).jpg,ai,93.45,59.08,0.2695,151.59,3663.57,16.86,REAL
306 (2).jpg,ai,130.96,83.14,0.1924,149.58,2804.52,15.09,REAL
306 (3).jpg,ai,46.55,34.43,0.1494,105.51,2476.24,14.02,REAL
306 (4).jpg,ai,128.49,73.84,0.2334,160.81,6190.48,20.53,REAL
306 (5).jpg,ai,71.38,30.55,0.1895,72.61,932.91,8.47,REAL
306 (6).jpg,ai,130.95,43.14,0.1553,89.34,968.30,9.36,REAL
306 (7).jpg,ai,103.90,42.60,0.1562,114.82,3514.60,16.07,REAL
306 (8).jpg,ai,101.76,82.35,0.2012,224.18,6712.72,24.12,REAL
306 (9).jpg,ai,129.45,58.17,0.0674,72.35,888.01,9.58,REAL
306.jpg,ai,121.55,36.36,0.2002,85.02,1586.29,11.40,REAL
307 (10).jpg,ai,128.01,65.93,0.2217,154.72,2575.89,15.22,REAL
307 (2).jpg,ai,108.48,73.62,0.2148,158.02,2156.67,14.23,REAL
307 (3).jpg,ai,98.76,24.53,0.1787,88.73,2021.70,12.24,REAL
307 (4).jpg,ai,127.35,70.14,0.2568,191.45,3807.55,18.20,REAL
307 (5).jpg,ai,94.70,45.89,0.3037,152.39,4846.28,18.18,MAYBE_AI
307 (6).jpg,ai,120.01,64.23,0.2275,197.55,5971.29,21.47,REAL
307 (7).jpg,ai,98.11,60.10,0.2969,218.80,8887.77,25.14,MAYBE_AI
307 (8).jpg,ai,106.33,79.54,0.1924,183.94,4381.64,19.02,REAL
307 (9).jpg,ai,104.46,44.09,0.1846,116.94,4962.38,19.47,REAL
307.jpg,ai,142.94,39.28,0.1025,98.18,2921.41,14.64,REAL
308 (10).jpg,ai,108.77,45.57,0.1484,126.14,2116.37,14.31,REAL
308 (2).jpg,ai,94.64,36.69,0.2227,138.96,3779.27,17.59,REAL
308 (3).jpg,ai,116.25,31.60,0.0918,78.28,669.89,7.71,REAL
308 (4).jpg,ai,124.91,70.60,0.2979,179.04,4917.53,19.50,REAL
308 (5).jpg,ai,96.06,39.45,0.2471,100.76,1457.56,10.43,REAL
308 (6).jpg,ai,115.86,60.66,0.2451,162.72,2460.27,15.21,REAL
308 (7).jpg,ai,88.57,40.53,0.1992,123.42,3979.47,17.52,REAL
308 (8).jpg,ai,106.79,50.86,0.2959,143.83,3059.49,15.39,REAL
308 (9).jpg,ai,126.71,46.32,0.1348,100.00,3220.12,16.67,REAL
308.jpg,ai,139.84,33.88,0.2051,96.77,2465.82,13.31,REAL
309 (10).jpg,ai,106.94,40.27,0.2637,138.03,2927.84,14.12,REAL
309 (2).jpg,ai,99.57,53.46,0.2822,168.62,3586.99,16.85,REAL
309 (3).jpg,ai,145.24,68.25,0.1992,160.95,2840.13,15.74,REAL
309 (4).jpg,ai,111.11,63.58,0.3486,273.22,10179.32,28.61,AI
309 (5).jpg,ai,86.17,42.77,0.2500,105.41,2474.41,13.01,REAL
309 (6).jpg,ai,108.00,55.55,0.2432,174.12,3425.49,16.75,REAL
309 (7).jpg,ai,73.51,47.41,0.1865,113.26,3472.83,15.96,REAL
309 (8).jpg,ai,137.94,63.96,0.2842,181.05,4425.44,19.06,REAL
309 (9).jpg,ai,143.56,49.92,0.2480,144.48,2484.86,15.18,REAL
309.jpg,ai,154.49,58.01,0.1670,157.11,6044.37,20.52,REAL
31 (10).jpg,ai,100.25,48.58,0.2559,149.29,3693.16,16.75,REAL
31 (2).jpg,ai,93.99,66.63,0.3164,190.26,5392.03,21.55,MAYBE_AI
31 (3).jpg,ai,100.04,41.98,0.1787,113.10,3229.31,15.15,REAL
31 (4).jpg,ai,111.25,69.26,0.3594,266.17,9860.75,26.84,AI
31 (5).jpg,ai,102.13,12.37,0.1270,48.82,637.98,6.74,REAL
31 (6).jpg,ai,89.31,49.79,0.2188,154.59,4759.64,19.25,REAL
31 (7).jpg,ai,78.37,41.66,0.2109,112.20,3136.97,15.40,REAL
31 (8).jpg,ai,88.28,64.93,0.3018,179.33,3692.72,18.01,MAYBE_AI
31 (9).jpg,ai,139.63,52.43,0.0918,104.56,2409.49,13.91,REAL
31.jpg,ai,111.83,35.65,0.1719,73.55,1323.59,10.69,REAL
310 (10).jpg,ai,86.62,45.83,0.3604,182.55,5598.06,20.75,MAYBE_AI
310 (2).jpg,ai,81.41,40.77,0.2666,158.75,4234.04,18.84,REAL
310 (3).jpg,ai,114.75,34.42,0.3350,143.30,5690.63,18.15,MAYBE_AI
310 (4).jpg,ai,133.08,71.28,0.3311,221.12,7865.71,23.97,MAYBE_AI
310 (5).jpg,ai,106.25,38.93,0.2959,138.09,5002.63,17.59,REAL
310 (6).jpg,ai,109.60,48.23,0.2598,102.00,1715.70,11.37,REAL
310 (7).jpg,ai,96.37,56.99,0.2012,195.70,7542.83,23.95,REAL
310 (8).jpg,ai,78.14,37.05,0.1895,105.29,2281.51,12.94,REAL
310 (9).jpg,ai,128.99,78.94,0.1982,167.73,3021.25,16.99,REAL
310.jpg,ai,127.15,56.57,0.1904,190.97,6400.85,24.09,REAL
311 (10).jpg,ai,76.86,50.38,0.1826,104.28,1574.41,11.66,REAL
311 (2).jpg,ai,99.49,67.31,0.3066,197.71,3756.34,17.92,MAYBE_AI
311 (3).jpg,ai,144.24,55.39,0.0820,112.84,2777.06,14.70,REAL
311 (4).jpg,ai,140.32,60.20,0.1973,158.65,4160.57,18.00,REAL
311 (5).jpg,ai,102.56,39.60,0.1807,80.83,1478.31,10.15,REAL
311 (6).jpg,ai,125.83,53.78,0.2402,117.74,2119.63,12.52,REAL
311 (7).jpg,ai,105.29,53.61,0.2207,165.37,5559.65,19.60,REAL
311 (8).jpg,ai,134.56,73.18,0.2168,173.21,5196.33,20.24,REAL
311 (9).jpg,ai,120.46,69.09,0.1875,120.03,2207.56,14.74,REAL
311.jpg,ai,111.41,53.76,0.2549,202.52,5701.20,22.55,REAL
312 (10).jpg,ai,87.80,50.64,0.3115,157.62,4201.50,18.58,MAYBE_AI
312 (2).jpg,ai,136.04,68.63,0.2656,213.91,4211.30,19.39,REAL
312 (3).jpg,ai,100.12,22.02,0.0635,53.90,1132.14,7.95,REAL
312 (4).jpg,ai,115.60,52.02,0.2588,148.44,3050.57,16.22,REAL
312 (5).jpg,ai,92.98,38.28,0.2363,88.20,1597.24,10.86,REAL
312 (6).jpg,ai,118.36,52.48,0.2158,172.24,5579.55,20.54,REAL
312 (7).jpg,ai,90.71,44.13,0.2881,166.38,6081.28,20.53,REAL
312 (8).jpg,ai,112.23,66.88,0.2510,140.21,2141.24,13.15,REAL
312 (9).jpg,ai,116.19,55.25,0.1250,129.56,3543.98,17.87,REAL
312.jpg,ai,110.09,29.20,0.1514,67.04,1653.05,10.52,REAL
313 (10).jpg,ai,117.49,56.29,0.2891,191.94,6232.63,22.92,REAL
313 (2).jpg,ai,86.84,67.96,0.2207,162.70,3144.63,16.49,REAL
313 (3).jpg,ai,144.07,44.60,0.2246,150.75,6182.55,20.76,REAL
313 (4).jpg,ai,115.61,74.63,0.2891,216.14,7631.13,23.44,REAL
313 (5).jpg,ai,83.46,39.22,0.2607,95.99,1301.36,9.84,REAL
313 (6).jpg,ai,141.47,44.35,0.1748,112.66,1906.86,12.44,REAL
313 (7).jpg,ai,121.37,65.01,0.2930,209.93,7317.36,23.01,REAL
313 (8).jpg,ai,109.88,61.53,0.2461,160.28,3825.64,16.95,REAL
313 (9).jpg,ai,121.38,52.87,0.0527,44.48,505.95,6.55,REAL
313.jpg,ai,131.64,68.59,0.2842,205.19,11741.60,29.47,MAYBE_AI
314 (10).jpg,ai,119.91,78.74,0.3223,253.96,10319.07,28.23,AI
314 (2).jpg,ai,74.54,43.15,0.2588,147.53,3686.00,17.34,REAL
314 (3).jpg,ai,123.40,16.89,0.0703,46.15,1466.54,9.33,REAL
314 (4).jpg,ai,80.96,64.81,0.1992,160.53,3359.36,16.89,REAL
314 (5).jpg,ai,97.33,30.78,0.2695,93.76,1904.58,11.66,REAL
314 (6).jpg,ai,88.53,69.39,0.2559,202.07,5935.92,21.57,REAL
314 (7).jpg,ai,77.71,50.35,0.3408,208.88,8466.57,24.89,MAYBE_AI
314 (8).jpg,ai,122.61,78.91,0.2500,155.37,4730.88,18.57,REAL
314 (9).jpg,ai,123.56,51.26,0.1494,99.83,4872.35,20.43,REAL
314.jpg,ai,162.59,45.66,0.2832,136.35,2323.69,14.31,REAL
315 (10).jpg,ai,95.68,67.00,0.3105,216.22,7056.99,23.60,MAYBE_AI
315 (2).jpg,ai,106.49,54.45,0.2510,189.56,4324.03,19.14,REAL
315 (3).jpg,ai,123.60,42.71,0.3125,208.50,15392.85,28.90,AI
315 (4).jpg,ai,122.61,52.35,0.3369,176.69,4142.82,18.74,MAYBE_AI
315 (5).jpg,ai,112.06,28.36,0.1807,69.78,875.66,7.86,REAL
315 (6).jpg,ai,133.51,52.59,0.1572,129.25,3004.11,15.35,REAL
315 (7).jpg,ai,126.62,33.92,0.1904,98.54,3414.57,14.58,REAL
315 (8).jpg,ai,130.57,68.86,0.2881,201.92,4771.88,19.78,REAL
315 (9).jpg,ai,112.14,67.56,0.1953,129.32,2174.06,14.19,REAL
315.jpg,ai,149.31,38.92,0.2070,135.38,4188.75,17.92,REAL
316 (10).jpg,ai,121.37,71.23,0.3213,256.57,10891.51,29.56,AI
316 (2).jpg,ai,137.17,62.96,0.3184,201.95,5252.34,20.88,MAYBE_AI
316 (3).jpg,ai,132.72,23.34,0.1123,51.07,851.01,7.72,REAL
316 (4).jpg,ai,106.12,71.66,0.3350,223.28,7488.55,22.80,MAYBE_AI
316 (5).jpg,ai,97.12,41.52,0.3008,110.39,2132.22,12.30,MAYBE_AI
316 (6).jpg,ai,143.28,45.50,0.1973,140.50,2867.14,15.79,REAL
316 (7).jpg,ai,116.49,36.99,0.3076,148.08,2172.19,14.21,MAYBE_AI
316 (8).jpg,ai,112.66,67.24,0.1982,178.26,5217.69,19.95,REAL
316 (9).jpg,ai,132.33,58.66,0.1260,119.36,5538.62,22.51,REAL
316.jpg,ai,126.65,48.12,0.1064,123.42,2302.65,14.61,REAL
317 (10).jpg,ai,128.72,61.63,0.2607,204.22,7064.43,23.43,REAL
317 (2).jpg,ai,89.69,49.74,0.2891,126.58,2354.13,13.46,REAL
317 (3).jpg,ai,97.75,24.51,0.3047,98.55,1379.42,10.57,REAL
317 (4).jpg,ai,121.03,60.78,0.2402,158.67,3585.36,15.83,REAL
317 (5).jpg,ai,108.51,42.99,0.2695,108.38,1986.17,11.48,REAL
317 (6).jpg,ai,98.51,78.39,0.2480,219.65,5850.96,21.89,REAL
317 (7).jpg,ai,76.19,59.85,0.3037,207.73,6722.51,22.19,MAYBE_AI
317 (8).jpg,ai,91.66,51.06,0.2402,151.60,3828.94,16.97,REAL
317 (9).jpg,ai,109.97,60.33,0.1328,160.36,6189.09,24.04,REAL
317.jpg,ai,129.00,25.04,0.0781,70.09,1695.61,11.89,REAL
318 (10).jpg,ai,107.97,57.47,0.2754,120.50,1875.85,12.71,REAL
318 (2).jpg,ai,71.02,64.48,0.2295,168.59,3125.16,16.41,REAL
318 (3).jpg,ai,139.57,39.39,0.1631,111.93,3294.08,16.04,REAL
318 (4).jpg,ai,112.29,41.98,0.1387,110.05,3043.92,15.14,REAL
318 (5).jpg,ai,97.09,43.51,0.2422,115.68,3210.02,14.89,REAL
318 (6).jpg,ai,94.31,38.96,0.1553,80.86,1124.94,9.02,REAL
318 (7).jpg,ai,92.44,45.55,0.3828,200.82,7928.85,23.37,MAYBE_AI
318 (8).jpg,ai,118.25,43.97,0.1572,104.33,3586.07,15.94,REAL
318 (9).jpg,ai,124.08,60.27,0.1436,95.24,1354.47,10.67,REAL
318.jpg,ai,145.54,39.96,0.1445,110.21,2223.82,13.04,REAL
319 (10).jpg,ai,83.57,51.38,0.2744,126.36,3003.00,15.12,REAL
319 (2).jpg,ai,94.82,62.45,0.2344,172.01,4178.81,18.69,REAL
319 (3).jpg,ai,154.06,44.17,0.1123,96.49,1593.53,11.89,REAL
319 (4).jpg,ai,122.75,52.71,0.2881,162.58,3048.43,15.91,REAL
319 (5).jpg,ai,95.50,63.07,0.2656,121.62,2149.90,13.40,REAL
319 (6).jpg,ai,131.29,55.05,0.2959,206.83,6211.45,22.08,REAL
319 (7).jpg,ai,94.98,46.63,0.2461,172.92,4487.57,19.13,REAL
319 (8).jpg,ai,112.07,78.25,0.2656,206.95,7240.45,22.98,REAL
319 (9).jpg,ai,120.19,47.34,0.2744,99.35,1379.20,10.90,REAL
319.jpg,ai,121.89,29.74,0.1436,81.79,1453.03,10.80,REAL
32 (10).jpg,ai,94.02,48.61,0.2627,190.98,5279.05,21.49,REAL
32 (2).jpg,ai,118.79,58.32,0.2383,169.97,3338.99,17.07,REAL
32 (3).jpg,ai,118.27,30.40,0.1738,86.73,1331.18,10.83,REAL
32 (4).jpg,ai,96.31,71.93,0.2236,161.39,3905.10,17.01,REAL
32 (5).jpg,ai,129.47,34.65,0.1543,89.15,1714.19,11.42,REAL
32 (6).jpg,ai,109.13,64.46,0.1982,114.84,2022.23,12.74,REAL
32 (7).jpg,ai,122.45,38.85,0.2588,117.59,2124.50,13.47,REAL
32 (8).jpg,ai,72.75,57.96,0.2822,168.35,3421.36,16.30,REAL
32 (9).jpg,ai,125.16,55.91,0.1816,136.81,6401.43,22.51,REAL
32.jpg,ai,149.24,62.02,0.0938,112.96,3080.68,15.71,REAL
320 (10).jpg,ai,138.15,74.34,0.3281,219.87,7995.28,24.76,MAYBE_AI
320 (2).jpg,ai,103.49,74.09,0.2773,241.42,8987.85,27.03,MAYBE_AI
320 (3).jpg,ai,141.27,34.00,0.0684,71.72,1361.15,10.17,REAL
320 (4).jpg,ai,132.37,73.17,0.2783,211.39,6609.95,21.73,REAL
320 (5).jpg,ai,90.62,51.55,0.3086,141.01,4192.63,17.07,MAYBE_AI
320 (6).jpg,ai,103.27,43.47,0.2100,123.39,2076.64,13.17,REAL
320 (7).jpg,ai,97.82,32.77,0.1533,103.20,2104.31,13.15,REAL
320 (8).jpg,ai,120.78,71.17,0.1602,135.63,3267.53,16.36,REAL
320 (9).jpg,ai,121.55,67.79,0.1367,84.67,3086.46,15.88,REAL
320.jpg,ai,96.18,52.48,0.0986,65.34,1743.81,10.66,REAL
321 (10).jpg,ai,104.26,53.67,0.3291,173.80,5247.12,20.29,MAYBE_AI
321 (2).jpg,ai,120.43,62.25,0.1611,119.31,2041.29,12.90,REAL
321 (3).jpg,ai,130.34,30.64,0.0947,76.28,1458.01,10.50,REAL
321 (4).jpg,ai,133.28,40.09,0.1582,96.72,2152.10,12.64,REAL
321 (5).jpg,ai,89.20,46.53,0.2451,136.93,3907.06,15.97,REAL
321 (6).jpg,ai,96.70,53.76,0.2637,155.63,2081.79,13.50,REAL
321 (7).jpg,ai,95.35,50.15,0.2070,148.75,6284.20,20.41,REAL
321 (8).jpg,ai,121.45,76.84,0.1924,168.40,3366.80,16.28,REAL
321 (9).jpg,ai,133.00,61.31,0.0898,83.30,790.51,8.70,REAL
321.jpg,ai,150.37,30.74,0.0713,78.12,2147.37,11.49,REAL
322 (10).jpg,ai,112.12,63.72,0.3066,199.38,6326.60,21.67,MAYBE_AI
322 (2).jpg,ai,81.27,52.83,0.2764,173.31,4415.57,19.31,REAL
322 (3).jpg,ai,125.70,23.31,0.0820,61.48,777.43,8.59,REAL
322 (4).jpg,ai,121.56,62.78,0.2568,160.12,3031.48,16.35,REAL
322 (5).jpg,ai,112.00,36.45,0.2598,141.61,3866.57,17.06,REAL
322 (6).jpg,ai,119.27,52.72,0.2559,157.59,3416.68,17.19,REAL
322 (7).jpg,ai,59.86,45.43,0.1953,128.78,5168.82,18.23,REAL
322 (8).jpg,ai,92.08,54.84,0.2275,148.36,5277.33,19.73,REAL
322 (9).jpg,ai,137.88,65.64,0.1953,100.12,1295.20,11.25,REAL
322.jpg,ai,137.87,60.35,0.2344,153.30,2081.05,14.12,REAL
323 (10).jpg,ai,112.03,51.92,0.2285,146.63,3381.14,16.67,REAL
323 (2).jpg,ai,96.60,60.87,0.3018,224.77,4442.65,21.45,MAYBE_AI
323 (3).jpg,ai,87.81,23.37,0.1660,78.30,1176.59,10.27,REAL
323 (4).jpg,ai,101.85,39.57,0.1455,116.20,4347.79,17.76,REAL
323 (5).jpg,ai,104.06,32.37,0.2412,117.91,2872.75,14.35,REAL
323 (6).jpg,ai,100.81,55.19,0.2715,162.16,3804.96,17.13,REAL
323 (7).jpg,ai,103.19,47.68,0.2422,157.80,4667.41,18.46,REAL
323 (8).jpg,ai,103.24,46.11,0.1943,107.54,2086.71,12.27,REAL
323 (9).jpg,ai,123.46,65.95,0.1904,85.34,2886.01,14.68,REAL
323.jpg,ai,142.75,40.72,0.1475,117.11,2341.25,14.21,REAL
324 (10).jpg,ai,140.56,70.22,0.1875,139.39,2908.91,15.70,REAL
324 (2).jpg,ai,91.94,64.16,0.3389,264.73,8836.63,27.23,AI
324 (3).jpg,ai,128.56,44.38,0.3301,114.16,1547.43,11.46,REAL
324 (4).jpg,ai,104.96,64.04,0.2656,182.18,4914.14,19.09,REAL
324 (5).jpg,ai,122.68,37.56,0.3447,141.50,3592.07,16.27,MAYBE_AI
324 (6).jpg,ai,118.53,68.41,0.2520,186.34,4520.14,19.57,REAL
324 (7).jpg,ai,96.88,57.03,0.2373,221.14,9668.41,26.88,MAYBE_AI
324 (8).jpg,ai,103.41,60.91,0.2100,195.14,4920.10,20.54,REAL
324 (9).jpg,ai,128.62,52.79,0.1768,140.90,2571.49,16.13,REAL
324.jpg,ai,111.18,34.00,0.1094,91.19,889.82,9.46,REAL
325 (10).jpg,ai,117.44,60.81,0.2109,160.79,3683.32,17.81,REAL
325 (2).jpg,ai,108.14,55.49,0.3018,174.98,3496.75,17.41,MAYBE_AI
325 (3).jpg,ai,128.68,23.61,0.1016,55.53,762.63,7.30,REAL
325 (4).jpg,ai,123.91,75.17,0.2881,212.92,6669.34,23.20,REAL
325 (5).jpg,ai,112.21,40.97,0.2773,127.27,3123.73,14.48,REAL
325 (6).jpg,ai,87.89,56.60,0.3057,172.06,3649.16,17.04,MAYBE_AI
325 (7).jpg,ai,93.62,34.02,0.1289,96.98,3957.19,16.26,REAL
325 (8).jpg,ai,117.76,63.05,0.2617,180.14,5899.40,20.90,REAL
325 (9).jpg,ai,142.88,57.73,0.2119,155.87,3236.78,17.24,REAL
325.jpg,ai,124.50,38.62,0.1064,90.47,972.56,9.09,REAL
326 (10).jpg,ai,140.25,81.58,0.1777,122.05,1075.35,10.32,REAL
326 (2).jpg,ai,82.02,49.57,0.2656,148.03,2809.08,15.30,REAL
326 (3).jpg,ai,88.94,11.95,0.1016,40.96,259.53,4.55,REAL
326 (4).jpg,ai,139.25,63.65,0.2031,157.83,4347.86,17.89,REAL
326 (5).jpg,ai,113.52,43.93,0.2793,149.53,5946.17,19.57,REAL
326 (6).jpg,ai,111.18,37.96,0.1406,103.03,2476.08,14.03,REAL
326 (7).jpg,ai,96.56,59.69,0.3086,224.88,8131.88,24.88,MAYBE_AI
326 (8).jpg,ai,104.01,63.40,0.3096,181.22,4188.49,18.40,MAYBE_AI
326 (9).jpg,ai,124.71,54.01,0.1152,100.60,1739.42,12.84,REAL
326.jpg,ai,119.88,37.11,0.0723,64.90,1499.40,11.02,REAL
327 (10).jpg,ai,103.85,66.88,0.1592,130.75,2932.74,14.21,REAL
327 (2).jpg,ai,107.45,62.37,0.2881,197.59,3811.05,18.10,REAL
327 (3).jpg,ai,52.57,26.59,0.1143,74.93,1630.84,11.27,REAL
327 (4).jpg,ai,152.56,56.73,0.1670,144.02,4202.25,17.84,REAL
327 (5).jpg,ai,114.57,35.62,0.2812,124.33,5511.11,17.45,REAL
327 (6).jpg,ai,88.47,58.15,0.2207,148.22,4249.23,17.73,REAL
327 (7).jpg,ai,118.22,48.70,0.2441,165.38,5083.77,18.91,REAL
327 (8).jpg,ai,99.83,37.61,0.2227,86.09,1173.57,9.77,REAL
327 (9).jpg,ai,102.48,62.89,0.1738,161.85,5008.18,20.49,REAL
327.jpg,ai,128.38,54.13,0.2441,101.59,1490.98,10.88,REAL
328 (10).jpg,ai,126.04,58.84,0.2305,164.04,3585.22,17.89,REAL
328 (2).jpg,ai,89.49,42.17,0.2529,126.30,2101.36,13.15,REAL
328 (3).jpg,ai,96.80,28.76,0.2920,90.84,1193.01,10.06,REAL
328 (4).jpg,ai,123.50,65.52,0.2617,207.31,6371.63,22.47,REAL
328 (5).jpg,ai,118.56,34.64,0.2227,104.25,2853.02,13.48,REAL
328 (6).jpg,ai,113.78,65.28,0.2705,200.79,3774.21,18.13,REAL
328 (7).jpg,ai,92.80,53.66,0.2246,144.70,3899.08,17.04,REAL
328 (8).jpg,ai,130.13,68.89,0.3223,239.49,9175.13,27.73,AI
328 (9).jpg,ai,131.57,51.89,0.1484,99.04,1150.90,10.24,REAL
328.jpg,ai,145.00,35.26,0.1357,97.07,3979.16,15.99,REAL
329 (10).jpg,ai,102.51,61.88,0.2852,198.09,6507.63,22.83,REAL
329 (2).jpg,ai,111.68,69.24,0.2910,258.18,7343.55,25.56,MAYBE_AI
329 (3).jpg,ai,116.89,20.02,0.0625,51.48,606.56,7.02,REAL
329 (4).jpg,ai,129.44,62.13,0.2861,197.31,5662.26,21.57,REAL
329 (5).jpg,ai,108.48,47.32,0.2852,178.19,7713.94,22.02,REAL
329 (6).jpg,ai,106.35,67.62,0.3271,238.02,6411.73,22.32,MAYBE_AI
329 (7).jpg,ai,83.39,45.03,0.2285,153.41,5498.66,19.56,REAL
329 (8).jpg,ai,113.31,65.76,0.2246,184.99,4277.61,19.84,REAL
329 (9).jpg,ai,95.06,48.60,0.0898,68.67,451.76,6.30,REAL
329.jpg,ai,136.56,23.38,0.0723,53.47,1204.45,10.07,REAL
33 (10).jpg,ai,124.62,59.85,0.2031,125.92,2613.44,14.56,REAL
33 (2).jpg,ai,96.01,70.27,0.3057,231.44,6294.88,23.32,MAYBE_AI
33 (3).jpg,ai,121.33,35.28,0.1416,91.22,4629.24,19.67,REAL
33 (4).jpg,ai,125.95,71.23,0.3516,264.29,10495.26,28.18,AI
33 (5).jpg,ai,115.53,42.98,0.2773,122.78,3720.06,15.40,REAL
33 (6).jpg,ai,101.73,44.80,0.1953,145.57,2261.17,14.64,REAL
33 (7).jpg,ai,116.87,37.28,0.3037,109.97,2588.78,13.53,MAYBE_AI
33 (8).jpg,ai,91.87,49.66,0.1943,114.73,2017.46,13.00,REAL
33 (9).jpg,ai,140.49,58.54,0.1328,113.99,1110.39,11.23,REAL
33.jpg,ai,140.41,26.51,0.0781,74.87,2574.23,14.26,REAL
330 (10).jpg,ai,69.07,41.31,0.2432,139.79,3413.52,16.54,REAL
330 (2).jpg,ai,65.97,52.43,0.1797,141.02,3906.77,18.78,REAL
330 (3).jpg,ai,112.94,35.74,0.1680,91.65,1520.08,11.57,REAL
330 (4).jpg,ai,85.97,66.04,0.2549,169.83,4956.12,18.20,REAL
330 (5).jpg,ai,121.99,36.12,0.2334,102.39,2060.29,12.63,REAL
330 (6).jpg,ai,101.84,71.91,0.2051,203.42,4861.91,20.91,REAL
330 (7).jpg,ai,86.38,41.42,0.2188,120.59,4104.66,16.16,REAL
330 (8).jpg,ai,119.85,57.49,0.2256,158.82,3517.43,16.81,REAL
330 (9).jpg,ai,102.62,49.79,0.2090,147.42,2344.50,15.05,REAL
330.jpg,ai,157.63,51.93,0.1787,151.77,4823.08,19.32,REAL
331 (10).jpg,ai,119.98,75.26,0.3018,173.53,4433.37,18.88,MAYBE_AI
331 (2).jpg,ai,105.16,57.17,0.2783,187.88,3793.87,18.32,REAL
331 (3).jpg,ai,129.98,30.81,0.2197,85.08,1114.38,9.02,REAL
331 (4).jpg,ai,119.97,57.24,0.2578,175.15,5334.17,19.38,REAL
331 (5).jpg,ai,101.27,44.33,0.2314,102.69,2124.98,12.27,REAL
331 (6).jpg,ai,110.31,64.00,0.3154,200.31,4549.03,18.85,MAYBE_AI
331 (7).jpg,ai,95.81,39.97,0.2324,145.18,6036.94,20.24,REAL
331 (8).jpg,ai,105.52,71.59,0.2256,206.51,3921.03,19.20,REAL
331 (9).jpg,ai,130.69,54.26,0.1250,86.07,3759.08,18.52,REAL
331.jpg,ai,136.70,57.82,0.2285,123.75,1016.04,9.57,REAL
332 (10).jpg,ai,122.38,65.42,0.2031,145.14,5081.64,18.46,REAL
332 (2).jpg,ai,77.83,63.35,0.3086,183.73,4277.04,18.45,MAYBE_AI
332 (3).jpg,ai,143.25,28.87,0.1670,94.15,3476.71,15.15,REAL
332 (4).jpg,ai,92.52,79.43,0.2539,187.32,4921.52,19.02,REAL
332 (5).jpg,ai,111.56,24.38,0.1689,78.33,1515.92,10.51,REAL
332 (6).jpg,ai,92.45,59.47,0.1855,166.73,4065.07,19.07,REAL
332 (7).jpg,ai,111.35,33.48,0.2412,110.58,2532.08,13.49,REAL
332 (8).jpg,ai,108.35,73.51,0.2969,210.06,8087.23,24.98,REAL
332 (9).jpg,ai,132.12,31.75,0.0898,57.19,531.89,7.69,REAL
332.jpg,ai,146.79,37.01,0.1377,118.66,3997.17,17.91,REAL
333 (10).jpg,ai,104.73,57.98,0.1875,105.06,1631.49,11.61,REAL
333 (2).jpg,ai,98.48,57.15,0.3125,181.60,4252.64,18.66,MAYBE_AI
333 (3).jpg,ai,140.88,27.51,0.1006,72.04,1367.22,10.22,REAL
333 (4).jpg,ai,106.14,57.08,0.2139,150.00,4539.92,19.04,REAL
333 (5).jpg,ai,111.72,51.68,0.2705,130.96,4309.34,17.43,REAL
333 (6).jpg,ai,141.31,60.73,0.2822,205.36,5353.10,20.28,REAL
333 (7).jpg,ai,94.53,61.73,0.2285,179.12,6212.06,21.25,REAL
333 (8).jpg,ai,79.33,67.50,0.3018,152.88,4014.65,17.34,MAYBE_AI
333 (9).jpg,ai,136.44,70.07,0.2471,200.97,3445.73,18.10,REAL
333.jpg,ai,148.67,39.27,0.0732,95.09,2465.47,14.89,REAL
334 (10).jpg,ai,105.99,59.53,0.2891,188.48,5456.08,20.93,REAL
334 (2).jpg,ai,83.53,54.63,0.2080,159.95,3070.30,16.65,REAL
334 (3).jpg,ai,137.95,56.10,0.2090,162.77,3143.54,16.34,REAL
334 (4).jpg,ai,96.09,48.87,0.3301,169.79,4554.19,18.61,MAYBE_AI
334 (5).jpg,ai,123.04,39.19,0.2285,126.24,3870.89,15.84,REAL
334 (6).jpg,ai,97.60,52.01,0.1807,138.77,3002.52,16.20,REAL
334 (7).jpg,ai,97.40,54.30,0.2656,176.25,5193.67,19.77,REAL
334 (8).jpg,ai,93.75,46.52,0.3574,187.99,5311.60,20.79,MAYBE_AI
334 (9).jpg,ai,112.31,62.76,0.2041,147.97,2248.09,14.67,REAL
334.jpg,ai,120.05,33.68,0.1787,105.10,2613.90,14.72,REAL
335 (10).jpg,ai,139.33,49.57,0.2529,156.28,3527.40,17.53,REAL
335 (2).jpg,ai,87.11,65.89,0.2402,174.00,3940.34,18.21,REAL
335 (3).jpg,ai,152.91,59.68,0.1973,142.96,2140.81,13.19,REAL
